show,episode,slug_earwolf,id_wikia,name,desc,elucidation,tags,tstart,tend,location_type,location_id
"cbb",262,"","","Oh, boy.","Scott continues to count the titles on Nick Lowe's new record.","","","10:09","10:11","",""
"cbb",262,"","","Oh, boy.","Scott counts the titles on Nick Lowe's new record.","","","9:55","9:57","",""
"cbb",262,"","","Oh, boy.","Scott divides by 100.","","","22:12","22:14","",""
"cbb",262,"","","Oh, boy.","Scott has to start over counting the titles on Nick Lowe's new record.","","","10:24","10:27","",""
"cbb",262,"","","Oh, boy.","Scott is sad to hear that perhaps all of Dalton's ex-girlfriends are no longer alive.","","Dalton Wilcox","33:24","33:30","",""
"cbb",262,"","","Oh, boy.","Scott knows the fast songs from the slow songs on Nick Lowe's record.","","","12:20","12:21","",""
"cbb",262,"","","Oh, boy.","Scott mistakes Nick Lowe's son for a dog.","","","13:31","13:34","",""
"cbb",262,"","","Oh, boy.","Scott reaches #11 while counting the titles on Nick Lowe's new record.","","","10:40","10:41","",""
"cbb",262,"","","CBB's Open Door Policy","Alan Thicke posits that CBB's ODP is to blame for an unexpected rapping on the door.","","Merrill Shindler, Alan Thicke","2:07:11","2:07:21","",""
"cbb",262,"","","CBB's Open Door Policy","Jason opines that CBB's ODP might account for any additional guests that drop in.","","","1:47","1:54","",""
"cbb",262,"","","Downtown Abbey","By that time in his life, Nick Lowe was living in 'Downtown Abbey.'","somebody purposefully blows the pronunciation of Downton Abbey","","22:20","22:32","",""
"cbb",262,"","","Downtown Abbey","Scott wonders if Nick Lowe lives in, basically, Downtown Abbey.","somebody purposefully blows the pronunciation of Downton Abbey","","13:37","14:01","",""
"cbb",262,"","","guest performs before they're announced","Scott describes the differences in pre-introduction behavior between Nick Lowe and Jason Mantzoukas.","","","5:11","5:39","",""
"cbb",262,"","","I don't know what that is.","Scott doesn't know 'Silent Night.'","Someone seems to not know an obvious reference. Akin to Tompkins' 'Who?'","","11:24","11:36","",""
"cbb",262,"","","My wife!","Scott respectfully waits for Nick Lowe to finish describing his record jacket.","","","5:53","6:15","",""
"cbb",262,"","","Scott Does Math","Nick Lowe makes a huge mistake.","","","21:28","22:20","",""
"cbb",262,"","","Scott Wishes We Could Get Into That","Scott and Jason both would like to jump over the notion that Christmas has no theme song and get to the next topic.","","Alan Thicke","1:01:49","1:02:41","",""
"cbb",262,"","","Soupy Sales","Scott's pull for the possible influence on Nick Lowe's record jacket.","","","7:16","7:31","",""
"cbb",262,"","","Who?","Frank Stallone doesn't know who Duane 'The Rock' Johnson is.","Someone (usually Tompkins) appears to not know this or that famous person.","Merrill Shindler, Alan Thicke, Frank Stallone","1:31:06","1:31:24","",""
"cbb",262,"","","Wipeout!","Scott illustrates Australian Christmas, long discussion of Wipeout! guy v. Santa ensues.","Scott gets so excited he solos the melody from Wipeout. OR: Scott expresses his anger at the Wipeout snark.","Alan Thicke","55:25","57:17","",""
"cbb",263,"","","Doppler Effect","The sound of Scott receiving felatio.","","","14:37","15:00","",""
"cbb",265,"","","Classic WYR Blunder: The Floor is Not Yet Open","Traci's floor is not yet open.","","JW Stillwater,Traci Rearden","1:28:38","1:29:20","",""
"cbb",265,"","","My Wife!","JW Stillwater's favorite TV show happens to be Friday Night Lights.","","JW Stillwater,Traci Rearden","1:30:43","1:31:12","",""
"cbb",265,"","","We'd better email this to ourselves","An invitation to be horny will probably arrive as an attachment.","Someone (us. Tompkins) recommends email as a solution.","JW Stillwater,Traci Rearden","1:26:24","1:26:33","",""
"cbb",266,"","","My Wife!","Taran Killam didn't get the memo.","","","18:09","18:26","",""
"cbb",266,"","","Scott Does Math","Scott calculates how many horse births The Calvins Twins have attended.","","Bever Hopox, Chico Hands","36:59","37:43","",""
"cbb",266,"","","The Most Popular Feature of CBB.","The Calvins Twins are treated to some plugs.","Scott has to explain how legimately popular the plugs are.","Bever Hopox, Chico Hands","1:07:24","1:07:30","",""
"cbb",268,"","","My Wife!","Friday Night Lights on Jimmy Pardo's drawer-cleaning story.","","","6:28","6:43","",""
"cbb",268,"","","Scott Asks an Inappropriately Personal Question","Scott asks Jimmy Pardo how much money he makes.","","","12:53","13:05","",""
"cbb",270,"","","By Mennen.","Tag on the Chili Pepps' coconut song.","For some reason, the Mennen jingle is referenced.","Jesse Ventura","1:05:36","1:05:50","",""
"cbb",270,"","","By Mennen.","Tag on the U2 'Point Break' theme.","For some reason, the Mennen jingle is referenced.","Jesse Ventura","1:06:57","1:07:25","",""
"cbb",270,"","","My former girlfriend.","Scott suggests to his ex-girlfriend they should go see The Jersey Boys.","Scott gained one ex-girlfriend when he married Kulap.","","16:54","17:05","",""
"cbb",270,"","","My Wife!","In Kazakhstan, you're trying to buy Season 1 of 'Friday Night Lights.'","","","5:34","5:43","",""
"cbb",270,"","","My Wife!","Scott doesn't understand this Kazakhstan thing.","","","5:25","5:34","",""
"cbb",270,"","","This isn't that kind of show.","True Peppermen don't really give a fuck.","Scott (or somebody) grows suddenly priggish.","","11:19","11:31","",""
"cbb",274,"","","Oh, boy.","New take on it.","","","0:50","0:58","",""
"cbb",274,"","","And I'll Get to Your Introduction in a Second","Mantzoukas as-yet unintroduced.","","","1:33","1:38","",""
"cbb",274,"","","And I'll Get to Your Introduction in a Second","Mantzoukas as-yet unintroduced.","","","1:40","1:44","",""
"cbb",274,"","","And I'll Get to Your Introduction in a Second","Mantzoukas as-yet unintroduced.","","","2:06","2:09","",""
"cbb",274,"","","And I'll Get to Your Introduction in a Second","Mantzoukas as-yet unintroduced.","","","3:01","3:05","",""
"cbb",274,"","","And I'll Get to Your Introduction in a Second","Mantzoukas as-yet unintroduced.","","","3:47","3:53","",""
"cbb",274,"","","And I'll Get to Your Introduction in a Second","Mantzoukas as-yet unintroduced.","","","5:24","5:31","",""
"cbb",274,"","","And I'll Get to Your Introduction in a Second","Mantzoukas as-yet unintroduced.","","","6:17","6:22","",""
"cbb",274,"","","It's Been","Golly .","","Gil, Golly","42:29","42:44","",""
"cbb",274,"","","Shut the Fuck Up!","Engineer Brett.","Someone simply wants everyone else to shut the fuck up.","","5:15","5:24","",""
"cbb",277,"","","Where are you from?","Chelsea notes that the Brothers' demeanor has changed.","a character detail is challenged or prompted","Benny Bachelor, Barrett Bachelor","46:07","46:23","",""
"cbb",277,"","","Classic WYR Blunder: The Floor is Not Yet Open","Chelsea has a question. Then asks a question.","","Benny Bachelor, Barrett Bachelor","1:04:18","1:04:41","",""
"cbb",277,"","","It's Been","Since Chelsea got a dog.","","","13:53","14:02","",""
"cbb",277,"","","Scott Asks an Inappropriately Personal Question","Scott asks Chelsea her make/model and license plate.","","","5:58","6:05","",""
"cbb",277,"","","Scott Does Math","How many windows are in the Bachelor Brothers complex.","","Benny Bachelor, Barrett Bachelor","34:33","35:03","",""
"cbb",278,"","","My Wife!","Jennifer Connoly plays Russell Crowe's wife in 'Noah.'","","Russell Crowe","54:06","54:10","",""
"cbb",278,"","","My Wife!","Jennifer Connoly plays Russell Crowe's wife in 'Noah.'","","Russell Crowe","54:06","54:10","",""
"cbb",278,"","","My Wife!","Part of The National's family.","","","19:31","19:42","",""
"cbb",28,"did-somebody-sit-on-a-duck",2479,"A Character is Addressed Using the Name of its Player","Todd Glass mistakes John C. Reilly for Paul F. Tompkins.","","","58:50","59:01","",""
"cbb",28,"did-somebody-sit-on-a-duck",2479,"How Many are There?","Scott prompts John C. Reilly (Tompkins) for a list of his acting influences.","","Dr. Bill Cosby","54:17","55:32","",""
"cbb",280,"","","Where are you from?","Alan Thicke is married to 'some lady.'","a character detail is challenged or prompted","Alan Thicke","37:19","37:41","",""
"cbb",280,"","","And I'll Get to Your Introduction in a Second","'Al' goes unintroduced.","","","1:55","2:01","",""
"cbb",280,"","","And I'll Get to Your Introduction in a Second","First the juke boxical idea.","","","8:34","8:38","",""
"cbb",280,"","","And I'll Get to Your Introduction in a Second","It's not Bill Murray.","","","6:22","6:27","",""
"cbb",280,"","","Batdance","Stupid Alan Thicke misreferences 'Party Man,' The Joker's theme.","Scott's favorite song.","Alan Thicke","1:00:40","1:01:02","",""
"cbb",280,"","","Batdance","Weird Al actually does the Batdance.","Scott's favorite song.","Alan Thicke","1:07:03","1:07:20","",""
"cbb",280,"","","By Mennen.","Scott suddenly does a commercial.","For some reason, the Mennen jingle is referenced.","Alan Thicke","58:50","58:59","",""
"cbb",280,"","","Figrin D'an and the Modal Nodes","The tag on the end of the Nabisco jingle happens to be the Mos Eisley cantina song.","Scott and Paul F. Tompkins bust out the Star Wars cantina band song.","Alan Thicke","58:59","59:45","",""
"cbb",280,"","","That's Also True","It's also true that Scott has recently watched more 'Fringe' than he ever has before.","These guys still have The D in their blood, constantly reference that one line.","Alan Thicke","55:06","55:18","",""
"cbb",280,"","","Who?","Alan Thicke doesn't know Smog.","Someone (usually Tompkins) appears to not know this or that famous person.","Alan Thicke","42:54","43:00","",""
"cbb",3,"never-date-a-brown",2363,"addicted to heroin","Scott adds heroin to the list of depressing shit Greg Behrendt recommends doing","","","16:30","16:59","",""
"cbb",3,"never-date-a-brown",2363,"Scott Spells Out Obvious Data","Scott reminds everyone that 'ABC' is an acronym for 'The American Broadcasting Company'","","","30:32","30:45","",""
"cbb",301,"","","Been a While","It's been a while since Victor was on CBB.","","Victor Diamond, Tiny","31:22","31:27","",""
"cbb",301,"","","Been a While","Took a while for Scott to do anything about Victor.","","Victor Diamond, Tiny","42:55","43:07","",""
"cbb",301,"","","My Wife!","Kumail's wife.","","Victor Diamond, Tiny","1:20:51","1:20:57","",""
"cbb",301,"","","Titular","Scott says titular.","","","30:09","30:18","",""
"cbb",301,"","","Titular","Scott says titular.","","","4:50","4:55","point",1
"cbb",303,"","","Location","Loudon Wainright III hikes to the M*A*S*H set in Malibu Canyon","Identifiable earth location.","","9:05","10:04","point",3
"cbb",303,"","","Location","Loudon Wainright III's phony (?) NY address - 300 Riverside Drive.","Identifiable earth location.","","9:10","9:23","point",4
"cbb",303,"","","Location","Loudon Wainright III's Woodland Hills address - 5150 San Feliciano.","Identifiable earth location.","","9:10","9:23","point",5
"cbb",303,"","","Location","Where PFT first met Loudon Wainright III - SF Sketchfest taping of 'Wits' at Marines' Memorial Theatre","Identifiable earth location.","Andrew Lloyd Weber","6:19","6:43","",""
"cbb",303,"","","Scott Asks an Inappropriately Personal Question","Scott asks Loudon Wainright III what his current NY address is.","","","10:14","10:34","",""
"cbb",303,"","","Scott Asks an Inappropriately Personal Question","Scott asks Loudon Wainright III what his Woodland Hills address was.","","","9:11","9:23","",""
"cbb",303,"","","Topping Hat","Hashingtag 'Benghazi.'","Dame Sir ALW speaks in the Queen's English.","Andrew Lloyd Weber","40:10","40:26","",""
"cbb",303,"","","Topping Hat","McGruff's trenching coat","Dame Sir ALW speaks in the Queen's English.","Andrew Lloyd Weber","39:44","40:07","",""
"cbb",303,"","","Topping Hat","Scottrick","Dame Sir ALW speaks in the Queen's English.","Andrew Lloyd Weber","34:42","34:49","",""
"cbb",303,"","","The Stuff of Sentience","Cake Boss made a rescue flare out of cake abourd the S.S. Fondant without using too much cinnamon","cinnamon is known to animate the unanimated","Cake Boss","1:10:18","1:10:45","",""
"cbb",303,"","","Topping Hat","Zachariah Galifianaiah!","Dame Sir ALW speaks in the Queen's English.","Andrew Lloyd Weber","35:33","35:38","",""
"cbb",31,"happy-black-friday",2490,"A Character is Addressed Using the Name of its Player","Harris explains his foam premise by referring to 'James,' who is not a person in the studio.","","Huel Howser","41:11","41:43","",""
"cbb",31,"happy-black-friday",2490,"And This is How We Play WYR","Michael Cera's 'Turkey Dad' pitch doubles as an excellent WYR question.","","Huel Howser","1:22:10","1:22:42","",""
"cbb",31,"happy-black-friday",2490,"Classic WYR Blunder: A Question is Simply Too Stupid","Harris' question about being a pregnant man or *the* pregnant man is rejected.","","Huel Howser","1:26:31","1:26:54","",""
"cbb",31,"happy-black-friday",2490,"Classic WYR Blunder: The Floor is Closed","Harris is admonished for even questioning one of the WYR scenarios because the floor is not yet open.","","Huel Howser","1:26:15","1:26:19","",""
"cbb",32,"raaaaaaaandy",2495,"Scott Asks an Inappropriately Personal Question","Scott asks Aziz how much money Steve Carrell makes.","","Stan Lee","28:12","28:18","",""
"cbb",32,"raaaaaaaandy",2495,"Scott Asks an Inappropriately Personal Question","Scott wants to know -- seriously -- how much money Aziz makes.","","","11:12","11:35","",""
"cbb",32,"raaaaaaaandy",2495,"Scott Asks an Inappropriately Personal Question","Scott wants to know if Brendon Small made more money than Mastadon.","","","6:12","6:24","",""
"cbb",33,"welcome-to-jamrock",2497,"Yes, And...","Kinane sits on his chance to sing.","","","7:23","7:33","",""
"cbb",33,"welcome-to-jamrock",2497,"Scott Asks an Inappropriately Personal Question","Scott wants to get real, so he asks Kyle and Paul F. how much money they make.","","","38:15","39:47","",""
"cbb",33,"welcome-to-jamrock",2497,"Scott Asks an Inappropriately Personal Question","Kinane lives in Los Feliz.","","","17:27","17:45","",""
"cbb",33,"welcome-to-jamrock",2497,"Scott Asks an Inappropriately Personal Question","Scott asks Kyle to count up his lovers.","","","39:47","40:10","",""
"cbb",33,"welcome-to-jamrock",2497,"Scott Hates Ranges","Scott pins down 'Mid-Nineties.'","","","4:28","4:44","",""
"cbb",33,"welcome-to-jamrock",2497,"Batdance","Or maybe Paul Hardcastle's '19'","Scott's Favorite Song","","5:20","5:32","",""
"cbb",34,"have-a-merry-christmas",2498,"Yes, And...","Scott asks Jon Hamm about his process.","","","24:29","25:16","",""
"cbb",34,"have-a-merry-christmas",2498,"A Character is Addressed Using the Name of its Player","Scott seems unsure if Chupacabra will plug as himself or somebody else.","","El Chupacabra","1:02:39","1:02:48","",""
"cbb",34,"have-a-merry-christmas",2498,"Scott Asks an Inappropriately Personal Question","Prodded by John C. Reilly (Tompkins), Scott asks him how much money he makes.","","John C. Reilly","44:27","44:53","",""
"cbb",34,"have-a-merry-christmas",2498,"Scott Asks an Inappropriately Personal Question","Scott asks Jon Hamm how much money he makes.","","","6:22","7:33","",""
"cbb",34,"have-a-merry-christmas",2498,"Scott Does Math","Scott and Chupacabra sort out the USD-Euro exchange rate.","","John C. Reilly","45:06","45:24","",""
"cbb",34,"have-a-merry-christmas",2498,"Scott Does Math","Scott calculates John C. Reilly's (Tompkins) annual income.","","John C. Reilly","44:43","45:06","",""
"cbb",34,"have-a-merry-christmas",2498,"Someone Needs the Services of a Tear Basin","John C. Reilly doesn't use menthol sticks, therefore needs a tear basin to catch his pooling teardrops.","","John C. Reilly","51:30","51:56","",""
"cbb",34,"have-a-merry-christmas",2498,"Someone Needs the Services of a Tear Basin","Jon Hamm cries real tears at the end of the acting contest.","","John C. Reilly","54:31","55:16","",""
"cbb",34,"have-a-merry-christmas",2498,"Would You Mind Removing Your Cans?","John C. Reilly tricks Jon Hamm into removing his headphones so that he [Reilly] can lobby for votes in the acting-off. Turns out everybody could hear everything.","Somehow, somebody is able to overhear ppl talking privately.","John C. Reilly","52:30","53:17","",""
"cbb",38,"paul-f-tompkins-steps-in",2506,"Yes, And...","A better idea is derailed (literally?) by a worse idea when the grandmothers' trip to Cairo becomes a trip to Wal-Mart instead.","","Grandma Jonesy","16:26","17:09","",""
"cbb",38,"paul-f-tompkins-steps-in",2506,"Yes, And...","Coulda had Rene Russo in court. Didn't.","","","53:12","53:40","",""
"cbb",38,"paul-f-tompkins-steps-in",2506,"A Character is Addressed Using the Name of its Player","Grandma fucks up her pronoun.","","Grandma Jonesy","17:10","17:23","",""
"cbb",39,"the-premiere-of-bob-ducca",2508,"CBB's Open Door Policy","Bob Ducca gets excited to hear about CBB's Open Door Policy, then is deflated to hear that it's primarily for comedians.","","","22:43","22:57","",""
"cbb",40,"happy-valentines-day",2509,"guest performs before they're announced","Mr. Adomian, you're not allowed to talk.","","","9:10","9:37","",""
"cbb",40,"happy-valentines-day",2509,"guest performs before they're announced","Harris and Doug both prattle on and on before they are announced.","","","1:03","1:20","",""
"cbb",40,"happy-valentines-day",2509,"Some asshole talks over the WYR theme.","Harris rudely sings along.","","Christopher Hitchens","47:47","47:55","",""
"cbb",40,"happy-valentines-day",2509,"WYR Rules Confuse Someone","The point of the entire game somehow eludes Doug.","","","49:04","49:36","",""
"cbb",41,"winter-olympic-fever",2532,"And This is How We Play WYR","Kumail is too eager to ask about condoms.","","Maya Angelou","53:25","53:36","",""
"cbb",41,"winter-olympic-fever",2532,"And This is How We Play WYR","Scott has to admit that Kumail is running away with it.","","Maya Angelou","55:56","56:11","",""
"cbb",41,"winter-olympic-fever",2532,"Classic WYR Blunder: Premature Election","Oh, Maya. You of all people.","","Maya Angelou","53:55","54:10","",""
"cbb",41,"winter-olympic-fever",2532,"Classic WYR Blunder: The Floor is Not Yet Open","Kumail is too eager to ask about condoms.","","","51:34","51:44","",""
"cbb",41,"winter-olympic-fever",2532,"Scott Belabors the Layout of the Room","Aimee Mann is a little left and a little in front of Scott.","","","1:31","1:35","",""
"cbb",42,"winter-olympic-fever-deux",2533,"Where are you from?","Scott find it curious that the UCB troupe has known each other just one year less than the Georgian Olympic Figure Skating Team that was in there previously.","a character detail is challenged or prompted","","49:34","49:42","",""
"cbb",42,"winter-olympic-fever-deux",2533,"Can I Be a Rapist?","Scott belabors the setup, resident improv geniuses get bored.","character backstories are established through pain","","44:50","45:23","",""
"cbb",43,"good-one",2534,"My Wife!","Inaugural My Wife!","","Julie Penzmere","6:34","7:05","",""
"cbb",44,"we-got-a-caller-on-the-line",2535,"That's Three Floors Above Us","DSALW records his show three floors up at Indie 103.4","The layout of the studio is sketched out.","Andrew Lloyd Weber","23:46","24:00","",""
"cbb",304,"marissa-womplers-six-flags-birthday-womptacular","","Where are you from?","Nobody can place Dabney's accent","a character detail is challenged or prompted","Marissa Wompler,Miss Listler, Eric Gutterman, Danielle Bartiromo, Dr. Seth Wompler, Dabney the Caricaturist, Traci Reardon, Katie Wong","45:37","46:07","",""
"cbb",304,"marissa-womplers-six-flags-birthday-womptacular","","Is This a Dorf Situation?","Felipe is down on both knees.","Dorf is referenced. Duh.","","51:52","52:01","",""
"cbb",304,"marissa-womplers-six-flags-birthday-womptacular","","Defenestration","Listler dives into the flume","Somebody exits by window or previous such events are discussed.","Marissa Wompler,Miss Listler, Eric Gutterman, Danielle Bartiromo, Dr. Seth Wompler","54:40","55:02","",""
"cbb",304,"marissa-womplers-six-flags-birthday-womptacular","","Defenestration","Dabney dives into the flume for a second time.","Somebody exits by window or previous such events are discussed.","Marissa Wompler,Miss Listler, Eric Gutterman, Danielle Bartiromo, Dr. Seth Wompler, Dabney the Caricaturist, Traci Reardon, Katie Wong","1:09:55","1:10:17","",""
"cbb",304,"marissa-womplers-six-flags-birthday-womptacular","","Defenestration","Dabney dives into the flume","Somebody exits by window or previous such events are discussed.","Marissa Wompler,Miss Listler, Eric Gutterman, Danielle Bartiromo, Dr. Seth Wompler, Dabney the Caricaturist, Traci Reardon, Katie Wong","48:36","49:05","",""
"cbb",304,"marissa-womplers-six-flags-birthday-womptacular","","Scott Spells Out Obvious Data","Scott knows what an APB is.","","Marissa Wompler,Miss Listler, Eric Gutterman, Danielle Bartiromo, Dr. Seth Wompler, Dabney the Caricaturist, Traci Reardon, Katie Wong","1:13:26","1:13:34","",""
"cbb",304,"marissa-womplers-six-flags-birthday-womptacular","","Defenestration","Magic Mountain's wild dogs dive into the flume","Somebody exits by window or previous such events are discussed.","Marissa Wompler,Miss Listler, Eric Gutterman, Danielle Bartiromo, Dr. Seth Wompler, Dabney the Caricaturist, Traci Reardon, Katie Wong","1:02:41","1:03:00","",""
"cbb",304,"marissa-womplers-six-flags-birthday-womptacular","","Is This Canon?","Scott hasn't seen Don Dimello since his last non-canonical appearance.","Somebody questions if this or that is or isn't canon.","Marissa Wompler,Miss Listler, Eric Gutterman, Danielle Bartiromo, Dr. Seth Wompler, Dabney the Caricaturist, Traci Reardon, Katie Wong, Don Dimello","1:16:43","1:17:35","",""
"cbb",304,"marissa-womplers-six-flags-birthday-womptacular","","Scott Does Math","Scott recalculates 666*3.","","Marissa Wompler,Miss Listler, Eric Gutterman, Danielle Bartiromo, Dr. Seth Wompler, Dabney the Caricaturist, Traci Reardon, Katie Wong, Don Dimello","1:18:21","1:18:41","",""
"cbb",304,"marissa-womplers-six-flags-birthday-womptacular","","Scott Does Math","Scott miscalculates 666*3.","","Marissa Wompler,Miss Listler, Eric Gutterman, Danielle Bartiromo, Dr. Seth Wompler, Dabney the Caricaturist, Traci Reardon, Katie Wong, Don Dimello","1:17:10","1:17:32","",""
"cbb",304,"marissa-womplers-six-flags-birthday-womptacular","","I'd Love to Hear One","Gutterballs has been filling his journal with poems following the death of Danielle Bartiromo","A recitation of poetic verse (usually a limerick) is requested.","Marissa Wompler,Miss Listler, Eric Gutterman, Danielle Bartiromo, Dr. Seth Wompler","10:56","11:31","",""
"cbb",304,"marissa-womplers-six-flags-birthday-womptacular","","I'd Love to Hear One","Reardon also writes poems. Limericks, mostly.","A recitation of poetic verse (usually a limerick) is requested.","Marissa Wompler,Miss Listler, Eric Gutterman, Danielle Bartiromo, Dr. Seth Wompler, Dabney the Caricaturist, Traci Reardon, Katie Wong","1:10:52","1:12:02","point",6
"cbb",304,"marissa-womplers-six-flags-birthday-womptacular","","Location","Don Dimello's Disney's Puff the Magic Dragon","Identifiable earth location.","Marissa Wompler,Miss Listler, Eric Gutterman, Danielle Bartiromo, Dr. Seth Wompler, Dabney the Caricaturist, Traci Reardon, Katie Wong, Don Dimello","1:17:35","1:18:04","point",7
"cbb",304,"marissa-womplers-six-flags-birthday-womptacular","","Location","CBB Womps it Up from the Six Flags Magic Mountain in Valencia","Identifiable earth location.","Marissa Wompler,Miss Listler, Eric Gutterman, Danielle Bartiromo, Dr. Seth Wompler","1:05","1:22","point",8
"cbb",304,"marissa-womplers-six-flags-birthday-womptacular","","Location","Felipe's Walk-In Freezer at GWU","Identifiable earth location.","Marissa Wompler,Miss Listler, Eric Gutterman, Danielle Bartiromo, Dr. Seth Wompler, Dabney the Characaturist, Traci Reardon, Katie Wong, Felipe, Cake Boss","50:01","50:40","line",1
"cbb",304,"marissa-womplers-six-flags-birthday-womptacular","","Location","Karim's shuttle route between Six Flags and Marina Del Rey","Identifiable earth location.","Marissa Wompler,Miss Listler, Eric Gutterman, Danielle Bartiromo, Dr. Seth Wompler","38:24","39:03","",""
"cbb",44,"we-got-a-caller-on-the-line",2535,"Topping Hat","Scottrick","Dame Sir ALW speaks in the Queen's English.","Andrew Lloyd Weber","33:27","33:33","",""
"cbb",44,"we-got-a-caller-on-the-line",2535,"Topping Hat","Scottrick","Dame Sir ALW speaks in the Queen's English.","Andrew Lloyd Weber","23:21","23:25","",""
"cbb",44,"we-got-a-caller-on-the-line",2535,"Debra!","Brad Garrett suggests a plugs theme.","Scott does his Ray Romano","Ray Romano,Brad Garrett","1:03:43","1:04:06","",""
"cbb",44,"we-got-a-caller-on-the-line",2535,"Where are you from?","As a superfan of 'Weekend at Bernie's,' Dame Sir ALW certainly knows the name of the two protags.","a character detail is challenged or prompted","Andrew Lloyd Webber","27:21","27:49","",""
"cbb",44,"we-got-a-caller-on-the-line",2535,"you do not need to ask","Chupa prefaces his question with a question about asking a question","","El Chupacabra","18:53","19:07","",""
"cbb",44,"we-got-a-caller-on-the-line",2535,"A Character is Addressed Using the Name of its Player","Scott returns and suddenly some dude named Nick is around.","","Andrew Lloyd Webber,El Chupacabra","36:24","36:50","",""
"cbb",44,"we-got-a-caller-on-the-line",2535,"Andrew Lloyd Webber is as Straight as an Arrow Is","ALW reminds us all that he's married to a bikini model","Dame Sir ALW clarifies his sexual preference","Andrew Lloyd Webber","28:31","29:01","",""
"cbb",44,"we-got-a-caller-on-the-line",2535,"guest performs before they're announced","Jason Wollner just has to show off his Weird Al trivia.","","El Chupacabra","11:19","11:44","",""
"cbb",44,"we-got-a-caller-on-the-line",2535,"Have We Discussed this Already?","Scott and Sir Dame ALW hash out his Twitter musical.","Enough Yes, Ands... and it starts to seem like the topic has been covered already.","Andrew Lloyd Webber","37:41","37:53","",""
"cbb",44,"we-got-a-caller-on-the-line",2535,"How Many are There?","Scott wonders aloud to Sir Dame ALW what else he likes about Twitter.","","Andrew Lloyd Webber","37:12","37:29","",""
"cbb",44,"we-got-a-caller-on-the-line",2535,"Shut the Fuck Up!","Dame Sir ALW wants to hear the song.","Someone simply wants everyone else to shut the fuck up.","Andrew Lloyd Webber","36:08","36:16","",""
"cbb",44,"we-got-a-caller-on-the-line",2535,"Shut the Fuck Up!","Scott and Dame Sir ALW are saying the same thing but neither will concede.","Someone simply wants everyone else to shut the fuck up.","Andrew Lloyd Webber","33:58","34:24","",""
"cbb",44,"we-got-a-caller-on-the-line",2535,"Shut the Fuck Up!","Scott wants to hear the song.","Someone simply wants everyone else to shut the fuck up.","Andrew Lloyd Webber","40:44","40:51","",""
"cbb",44,"we-got-a-caller-on-the-line",2535,"Who?","Dame Sir ALW can't resolve a Wesley Snipes reference.","Someone (usually Tompkins) appears to not know this or that famous person.","Andrew Lloyd Webber","34:41","34:56","",""
"cbb",46,"curb-your-suicide-attempts",2544,"Yes, And...","Turns out Jeff Garlin *doesn't* have ESP.","","Ben Alterman","1:11:53","1:12:14","",""
"cbb",46,"curb-your-suicide-attempts",2544,"Where are you from?","Ben Alterman remembers all the names they've talked about today.","a character detail is challenged or prompted","Ben Alterman","1:36:13","1:36:48","",""
"cbb",46,"curb-your-suicide-attempts",2544,"Where are you from?","Everybody reminds everybody of what their name is.","a character detail is challenged or prompted","Ben Alterman","1:20:03","1:20:28","",""
"cbb",46,"curb-your-suicide-attempts",2544,"Where are you from?","Scott again wonders what the name of Ben Alterman's granddaughter was and Ben is on to him.","a character detail is challenged or prompted","Ben Alterman","1:05:31","1:05:42","",""
"cbb",46,"curb-your-suicide-attempts",2544,"Where are you from?","Scott asks Ice T to remember his father's rap name.","a character detail is challenged or prompted","Ice T","37:13","37:39","",""
"cbb",46,"curb-your-suicide-attempts",2544,"Where are you from?","Scott is so worried Ben Alterman won't admit to rubbing semen all over his face that he asks point blank.","a character detail is challenged or prompted","Ben Alterman","1:13:35","1:14:01","",""
"cbb",46,"curb-your-suicide-attempts",2544,"Where are you from?","Scott seems to have forgotten the name of Ben Alterman's daughter.","a character detail is challenged or prompted","Ben Alterman","1:05:37","1:06:07","",""
"cbb",46,"curb-your-suicide-attempts",2544,"Where are you from?","Scott wonders what the name of Ben Alterman's granddaughter was and Ben knows.","a character detail is challenged or prompted","Ben Alterman","1:04:22","1:04:33","",""
"cbb",46,"curb-your-suicide-attempts",2544,"guest performs before they're announced","Jeff Garlin hears a great joke, can't not participate.","","Ben Alterman","1:07:39","1:08:27","",""
"cbb",46,"curb-your-suicide-attempts",2544,"Have We Discussed this Already?","Scott seems to already know how Ice T burrowed into the studio.","Enough Yes, Ands... and it starts to seem like the topic has been covered already.","Ice T","5:41","5:56","",""
"cbb",46,"curb-your-suicide-attempts",2544,"Ice T Fouls Himself","Ice T Causes Crib Death.","Ice T's new venture is dead in the water.","Ice T","27:24","29:09","",""
"cbb",46,"curb-your-suicide-attempts",2544,"Scott Asks an Inappropriately Personal Question","Scott resurrects his most inappropriate question for Ben Stiller.","","","34:57","35:34","",""
"cbb",47,"happy-chap",2545,"Goddammit, Engineer Blank.","Engineer Stuart exonerates himself after a harsh rebuke from Scott.","","Barry R.","1:07:19","1:09:12","",""
"cbb",47,"happy-chap",2545,"Goddammit, Engineer Blank.","Engineer Stuart wasn't ready for stuff like this.","","Barry R.","1:05:11","1:05:24","",""
"cbb",47,"happy-chap",2545,"Goddammit, Engineer Blank.","Last chance of the day for Engineer Stuart and he blows it.","","Barry R.","1:13:18","1:13:34","",""
