epno,time,tstart,tend,instance,bit,elucidation,soundcloud_url,tagarray,tagarray 1,tagarray 2,tagarray 3,tagarray 4,tagarray 5,tagarray 6,soundcloud_slug,location_type,location_id,slug_earwolf,id_wikia
46,,25:40:00,26:12:00,Ice T has a cold,Scott and Ice both get angry.,somebody gets emotional,,Ice T,,,,,,,curb-your-suicide-attempts,,,curb-your-suicide-attempts,2544
46,,37:36:00,38:01:00,where are you from?,"What is your father's rap name, again?",a character detail is challenged or prompted,,Ice T,,,,,,,curb-your-suicide-attempts,,,curb-your-suicide-attempts,2544
46,,1:16:18,1:16:28,video blog,Scott knows what 'mono' means.,"Scott articulates obvious data (acronyms, abbreviations, etc.)",,Ben Alterman,,,,,,,curb-your-suicide-attempts,,,curb-your-suicide-attempts,2544
46,,1:35:05,1:35:27,Location,Jeff Garlin cites the location of the Curb origin.,Identifiable earth location.,,"Larry David, Alan Zweibel",,,,,,,curb-your-suicide-attempts,point,102,curb-your-suicide-attempts,2544
46,,1:36:35,1:36:56,where are you from?,"With, uh...'Ben.'",a character detail is challenged or prompted,,Ben Alterman,,,,,,,curb-your-suicide-attempts,,,curb-your-suicide-attempts,2544
46,,1:36:59,1:37:10,where are you from?,Scott wonders what Ben Alterman's daughter's name was. Crystal!,a character detail is challenged or prompted,,Ben Alterman,,,,,,,curb-your-suicide-attempts,,,curb-your-suicide-attempts,2544
46,,1:37:16,1:37:36,where are you from?,Barnabus wonders if Ben Alterman remembers his name.,a character detail is challenged or prompted,,"Ben Alterman,Little Barnabus",,,,,,,curb-your-suicide-attempts,,,curb-your-suicide-attempts,2544
46,,1:42:37,1:42:55,where are you from?,"Alterman hoped his daughter, Crystal, would marry Little Barnabus and not Big Bob.",a character detail is challenged or prompted,,"Little Barnabus,Ben Alterman",,,,,,,curb-your-suicide-attempts,,,curb-your-suicide-attempts,2544
46,,1:45:16,1:45:43,the most popular feature of CBB,"Garlin isn't worried, but the audience might be.",Consistently the most popular feature of CBB.,,"Little Barnabus,Ben Alterman",,,,,,,curb-your-suicide-attempts,,,curb-your-suicide-attempts,2544
46,,1:38:51,1:39:07,Location,"You go into Dupar's with Ed Begley, Jr. and the pussy's gonna be jumping off the walls.",Identifiable earth location.,,Ed Begley Jr.,,,,,,,curb-your-suicide-attempts,point,85,curb-your-suicide-attempts,2544
47,,29:23:00,29:32:00,Location,Barry R. and his wife converted an adirondack chair into a rocker for their place in Sausalito.,Identifiable earth location.,,Barry R.,,,,,,,happy-chap,point,49,happy-chap,2545
47,,29:23:00,29:32:00,Location,Barry R. and his wife converted an adirondack chair into a rocker for their place in Sausalito.,Identifiable earth location.,,Barry R.,,,,,,,happy-chap,point,49,happy-chap,2545
47,,29:23:00,29:59:00,Location,"Barry R. and his wife converted an adirondack chair into a rocker for their place in Glendale, AZ, the smoothest city in the world.",Identifiable earth location.,,Barry R.,,,,,,,happy-chap,point,106,happy-chap,2545
47,,42:29:00,42:31:00,"goddammit, engineer _____","Come on, engineer Stu - get your fucking shit together.",Scott yells at the staff.,,,,,,,,,happy-chap,,,happy-chap,2545
47,,54:44:00,55:07:00,Amy Poehler is rude,Scott sends mixed signals about the WYR theme song.,some asshole talks over the wyr theme.,,Barry R.,,,,,,,happy-chap,,,happy-chap,2545
47,,54:44:00,55:02:00,it's frogs,Proops posits an invasion by the Carthaginians.,Somebody guesses at the origin of the WYR theme.,,Barry R.,,,,,,,happy-chap,,,happy-chap,2545
47,,58:03:00,58:13:00,and this is how we play WYR,Proops redeems himself,Scott commends some WYR gameplay,,,,,,,,,happy-chap,,,happy-chap,2545
47,,59:36:00,59:47:00,my wife!,"If anybody does one of the myriad Austin Powers catchphrases, the tidal wave starts and won't subside until Borat says 'My Wife.'",Scott has a Borat.,,"Borat,Austin Powers",,,,,,,happy-chap,,,happy-chap,2545
47,,1:07:42,1:07:55,"goddammit, engineer _____",Engineer Stu is just a fucking parasite on the Earth today.,Scott yells at the staff.,,,,,,,,,happy-chap,,,happy-chap,2545
47,,1:07:55,1:08:08,the most popular feature of CBB,Engineer Stu almost blow the most popular part of the show.,Consistently the most popular feature of CBB.,,,,,,,,,happy-chap,,,happy-chap,2545
47,,1:08:30,1:08:55,it's frogs,Proops posits that Hannibal's troops are crossing The Alps,Somebody guesses at the origin of the WYR theme.,,"Barry R.,Hannibal - son of Hamilcar Barca",,,,,,,happy-chap,,,happy-chap,2545
47,,1:09:39,1:10:15,the most popular feature of CBB,Scott's pet peeve - people eating dessert before they finish their meal.,Consistently the most popular feature of CBB.,,,,,,,,,happy-chap,,,happy-chap,2545
48,,7:03,7:15,titular,'Make Room for Grandpa',Scott says 'titular',,"J. Montgomery Scott,Steve Guttenberg",,,,,,,in-the-thicke-of-the-night,,,in-the-thicke-of-the-night,2596
48,,47:06:00,47:42:00,Rerun at the Doobie Brothers show,Munch was the cop who busted Rerun.,Every comic on the planet has at least this one 'Good Times' reference.,,"Detective Munch,Rerun,The Doobie Brothers",,,,,,,in-the-thicke-of-the-night,,,in-the-thicke-of-the-night,2596
48,,1:12:35,1:12:56,Location,"J. Montgomery will be at the Mohican Sun/private residence in Fairfield, CT",Identifiable earth location.,,J. Montgomery Scott,,,,,,,in-the-thicke-of-the-night,point,107,in-the-thicke-of-the-night,2596
48,,1:10:00,1:10:13,the most popular feature of CBB,At least 3/4 of the audience fast-forwarded to Plugs.,Consistently the most popular feature of CBB.,,,,,,,,,in-the-thicke-of-the-night,,,in-the-thicke-of-the-night,2596
50,,56:25:00,56:36:00,the most popular feature of CBB,The most popular part of the show is here.,Consistently the most popular feature of CBB.,,,,,,,,,a-thrilling-hour-or-so,,,a-thrilling-hour-or-so,2609
51.2,,4:16,4:40,Location,"In Castaic, Huell has ridden a little seashine boat, has put little elf shoes on little elf actors, and fished for mountain trout in beautiful Castaic, California.",Identifiable earth location.,,"Huell Howser,Bob Ducca",,,,,,,the-partys-still-raging,poly,79,the-partys-still-raging,2618
51.2,,6:34,9:56,Ducca List,"Some of the conditions, syndromes, complexes, and general discomforts of Bob Ducca: restless leg syndrome; fibromyalgia; high-fiber fibromyalgia; hot tub foot; Lou Gehrig's Disease; Lou Barlow's Disease; Lucy Liu Flu; advanced moist shin disorder; hyper tolerance to lactose; urinary tract infection; urinary 8-track infection; trickle nipple; thick urine syndrome; Hapsburg Cholera; clogged arteries; dropsy; dry lip; intestinal cowlick; indoor toilet allergy; milk leg; loofa rash; boneworm; selective fatigue syndrome; hepatitis-R; irritable bowel syndrom; spastic ear discharge; public lice; amphibial rabies; anglo-centric sickle cell anemia; scabies; rabies; Mickey Rooney sugar babies; tarnished yam symplex; swollen perineum; chronic shame disorder; larval penis; dirty belly; Parkinson's Disease; Valet parkinson's disease; parallel parkinson's disease; Parker Posey Pox; Per Ubu; canine-derived hip dysplasia; selective albanism; scrotal migranes; prolapsed naval; puff knuckle; hard-to-kill",Bob Ducca recites a list,,Bob Ducca,,,,,,,the-partys-still-raging,,,the-partys-still-raging,2618
51.2,,14:30,14:45,Location,"Huell guesses that Little Gary lives in Yucaipa, CA.",Identifiable earth location.,,"Huell Howser,Little Gary",,,,,,,the-partys-still-raging,point,37,the-partys-still-raging,2618
51.2,,1:14:11,1:14:23,Location,Bob Ducca will set up an unauthorized face-painting booth at the Silver Lake Farmers' Market. Please come by before he's asked to leave.,Identifiable earth location.,,Bob Ducca,,,,,,,the-partys-still-raging,point,108,the-partys-still-raging,2618
138,,31:47:00,32:01:00,my wife!,Internet Borat,Scott has a Borat.,,Werner Herzog,,,,,,,ghost-protocol,,,ghost-protocol,3036
54,,55:50:00,56:06:00,Location,The Birthday Boys all live together at 39381031 Freedonia Dr (nope).,Identifiable earth location.,,The Birthday Boys,,,,,,,the-wacky-ding-dongs,point,109,the-wacky-ding-dongs,2628
55,,24:13:00,24:41:00,Location,Is Dennis a vampire?,Identifiable earth location.,,Bob Ducca,,,,,,,go-rent-delgo,poly,79,go-rent-delgo,2632
55,,55:23:00,56:04:00,Location,"Join Bob Ducca for a night of lists, testimonies, gratitudes, and movement therapy",Identifiable earth location.,,Bob Ducca,,,,,,,go-rent-delgo,point,110,go-rent-delgo,2632
54,,21:28,56:06:00,Location,There's a crowd of Dongheads forming outside 1031 Wilshire.,Identifiable earth location.,,"The Birthday Boys, Marc Maron",,,,,,,the-wacky-ding-dongs,point,111,the-wacky-ding-dongs,2628
54,,50:42:00,51:05:00,Location,Any record execs should come down to 1031 - site of the La Brea Tar Pits.,Identifiable earth location.,,"The Birthday Boys, Marc Maron",,,,,,,the-wacky-ding-dongs,point,111,the-wacky-ding-dongs,2628
57,,17:38,18:03,Location,Merrill recommends Joe's for Scott cuzza his seafood diet.,Identifiable earth location.,,Merrill Shindler,,,,,,,a-buttery-juicy-episode,point,112,a-buttery-juicy-episode,2639
57,,18:23,18:49,Location,"Merrill suggests Langer's for the most juicy, tender, luscious...",Identifiable earth location.,,Merrill Shindler,,,,,,,a-buttery-juicy-episode,point,113,a-buttery-juicy-episode,2639
57,,21:53,22:29,Location,Merrill has a regular table here.,Identifiable earth location.,,Merrill Shindler,,,,,,,a-buttery-juicy-episode,point,114,a-buttery-juicy-episode,2639
57,,22:30,22:58,Location,Merrill is willing to pay the porkage fee at Zankou.,Identifiable earth location.,,Merrill Shindler,,,,,,,a-buttery-juicy-episode,point,115,a-buttery-juicy-episode,2639
57,,24:48:00,25:17:00,Location,"Merrill has a basket sent over from Torung with their spicy, noodly, chickeny, porky soup to eat through a pipe before he wakes.",Identifiable earth location.,,Merrill Shindler,,,,,,,a-buttery-juicy-episode,point,116,a-buttery-juicy-episode,2639
57,,25:19:00,25:34:00,Location,Merrill has Patina send over a little tray of cheeses and snackies.,Identifiable earth location.,,Merrill Shindler,,,,,,,a-buttery-juicy-episode,point,117,a-buttery-juicy-episode,2639
57,,27:18:00,27:28:00,Location,Merrill met ex-wife Harriett here.,Identifiable earth location.,,Merrill Shindler,,,,,,,a-buttery-juicy-episode,point,89,a-buttery-juicy-episode,2639
57,,27:18:00,27:30:00,Location,Merrill took his ex-wife Harriett to Trader Vic's on their first date.,Identifiable earth location.,,Merrill Shindler,,,,,,,a-buttery-juicy-episode,point,118,a-buttery-juicy-episode,2639
57,,28:40:00,28:55:00,Location,Merrill gets his buttery banana bacon from a place (?) called 'Bob's Barbecue.',Identifiable earth location.,,Merrill Shindler,,,,,,,a-buttery-juicy-episode,point,119,a-buttery-juicy-episode,2639
57,,29:30:00,30:51:00,Location,"If you run over somebody with yr car, beeline to Aloha in Alhambra.",Identifiable earth location.,,Merrill Shindler,,,,,,,a-buttery-juicy-episode,point,120,a-buttery-juicy-episode,2639
57,,30:48:00,31:05:00,Location,If you wanna go to La Habra...,Identifiable earth location.,,Merrill Shindler,,,,,,,a-buttery-juicy-episode,point,121,a-buttery-juicy-episode,2639
57,,31:05:00,31:05:00,Location,"If you've raped someone, you're probably hungry for pork.",Identifiable earth location.,,Merrill Shindler,,,,,,,a-buttery-juicy-episode,point,68,a-buttery-juicy-episode,2639
57,,35:09:00,35:28:00,Location,Anybody who sits at a Merrill Shindler microphone is going to see pho from 'Ho Chi Minh's Brasserie' in Santa Monica.,Identifiable earth location.,,Merrill Shindler,,,,,,,a-buttery-juicy-episode,point,122,a-buttery-juicy-episode,2639
57,,35:36:00,35:59:00,Location,The pork carrot ginger soup isn't buttery because it's from Stefano's Raw Grill (?) in Santa Monica.,Identifiable earth location.,,Merrill Shindler,,,,,,,a-buttery-juicy-episode,point,123,a-buttery-juicy-episode,2639
57,,36:01:00,36:12:00,Location,A little bit of coffee cream from Musso & Frank's morning breakfast.,Identifiable earth location.,,Merrill Shindler,,,,,,,a-buttery-juicy-episode,point,124,a-buttery-juicy-episode,2639
57,,37:06:00,37:20:00,Location,Order off the menu.,Identifiable earth location.,,Merrill Shindler,,,,,,,a-buttery-juicy-episode,point,125,a-buttery-juicy-episode,2639
57,,37:38:00,37:20:00,Location,"Chickeny, shrimpy gumbo. Down by The Grove.",Identifiable earth location.,,Merrill Shindler,,,,,,,a-buttery-juicy-episode,point,126,a-buttery-juicy-episode,2639
57,,49:59:00,50:40:00,Location,Merrill Shindler sez the best pussy you are going to find is at Vermont@Los Feliz.,Identifiable earth location.,,Merrill Shindler,,,,,,,a-buttery-juicy-episode,point,127,a-buttery-juicy-episode,2639
57,,54:02:00,54:38:00,Location,"Back to Langer's! Merrill keeps a little vial of semen in his purse, drips it on his tuna salad sandwich from Langer's.",Identifiable earth location.,,Merrill Shindler,,,,,,,a-buttery-juicy-episode,point,113,a-buttery-juicy-episode,2639
57,,57:30:00,57:43:00,Location,One thing that looks better coming out than going in - the filet mignon from Musso & Frank's.,Identifiable earth location.,,Merrill Shindler,,,,,,,a-buttery-juicy-episode,point,124,a-buttery-juicy-episode,2639
59,,5:10,5:42,Location,Live from Subaru Headquarters in New Jersey!,Identifiable earth location.,,Subaru,,,,,,,free-subarus-for-moms,point,128,free-subarus-for-moms,2642
59,,19:00,19:34,Location,August Lindt is on a quick vacation from here.,Identifiable earth location.,,August Lindt,,,,,,,free-subarus-for-moms,point,129,free-subarus-for-moms,2642
59,,20:11,20:21,Location,Todd recommends The Grove to August.,Identifiable earth location.,,August Lindt,,,,,,,free-subarus-for-moms,point,13,free-subarus-for-moms,2642
59,,20:50,21:29,Location,Unnamed pretzelmaker from Dï¿_ï¿_ï¿_ï¿_ï¿_ï¿_sseldorf arrested at Graceland.,Identifiable earth location.,,August Lindt,,,,,,,free-subarus-for-moms,point,130,free-subarus-for-moms,2642
59,,22:28,23:01,Location,August saw the whole world with one targeted strike at Epcot.,Identifiable earth location.,,August Lindt,,,,,,,free-subarus-for-moms,poly,143,free-subarus-for-moms,2642
59,,24:50:00,25:06:00,Location,August adds Pink's to his todo book.,Identifiable earth location.,,August Lindt,,,,,,,free-subarus-for-moms,point,132,free-subarus-for-moms,2642
59,,25:00:00,25:14:00,Location,"Scott's never heard of the Pine Barrens of New Jersey, but August has been.",Identifiable earth location.,,August Lindt,,,,,,,free-subarus-for-moms,poly,27,free-subarus-for-moms,2642
59,,33:26:00,34:03:00,Location,"In a related story, an unnamed pretzelmaker from Dï¿_ï¿_ï¿_ï¿_ï¿_ï¿_sseldorf is dead.",Identifiable earth location.,,August Lindt,,,,,,,free-subarus-for-moms,point,134,free-subarus-for-moms,2642
60,,33:45:00,34:19:00,Location,Marissa Wompler is launching a series of readings at the Marina Del Rey public library.,Identifiable earth location.,,Flavio,,,,,,,now-hiring-interns,point,135,now-hiring-interns,2643
161,,29:39:00,29:57:00,the Murphy Group,Jeeeeesus!,somebody does a woody allen,,,,,,,,,highly-illogical,,,highly-illogical,3097
64,,42:18:00,42:32:00,Location,Merrill Shindler was embarrasesed to be carted out of Lou Malnati's.,Identifiable earth location.,,Merrill Shindler,,,,,,,harrison-ford-approved,point,136,harrison-ford-approved,2677
64,,44:01:00,44:17:00,Location,An option in SoCal that doesn't exist anywhere else -- the Pomegranate Pot Pie at Tuk Tuk Thai.,Identifiable earth location.,,Merrill Shindler,,,,,,,harrison-ford-approved,point,114,harrison-ford-approved,2677
65,,1:40,2:05,Location,Now broadcasting from the heart of Hollywood.,Identifiable earth location.,,earwolf,,,,,,,welcome-to-earwolf,point,137,welcome-to-earwolf,2382
65,,14:13,14:20,Location,Scott used to wait on Steve Perry at Chin Chin.,Identifiable earth location.,,"Steve Perry,Journey,Bob Ducca",,,,,,,welcome-to-earwolf,point,138,welcome-to-earwolf,2382
65,,43:42:00,44:01:00,Location,Bob was known as 'The Wind Witch' during his time at Laguna.,Identifiable earth location.,,Bob Ducca,,,,,,,welcome-to-earwolf,point,139,welcome-to-earwolf,2382
162,,1:08:57,1:09:15,classic WYR blunder: the floor is closed,Samberg wants to know how tall the presidents are.,one of several potential WYR blunders,,Bro,,,,,,,best-bro-hang,,,best-bro-hang,3099
69,,7:35,7:50,Location,Scott guesses 'Keyes at Van Nuys' as one of the sources of the 'Loch and Key' band name.,Identifiable earth location.,,"Lil' Gary,Loch and Key",,,,,,,i-am-not-food,point,140,i-am-not-food,2709
71,,3:20,4:00,Location,Paul Sheer built his acting house in Highland Park.,Identifiable earth location.,,,,,,,,,comedy-death-scott,point,141,comedy-death-scott,2713
71,,16:35,17:01,Location,Scott is surprised to learn El Chupacabra was born and raised in Orange County.,Identifiable earth location.,,chupacabra,,,,,,,comedy-death-scott,point,142,comedy-death-scott,2713
64,,52:30:00,52:55:00,Location,"In New Orleans, Merrill had a shrimp riblet platter with a Hollandaise bouillabaisse sauce.",Identifiable earth location.,,Merrill Shindler,,,,,,,harrison-ford-approved,point,143,harrison-ford-approved,2677
64,,1;04:45,1:05:01,Location,Merrill recommends for Sarah Silverman the buttery fudgecicle from Fred's Fudge Factory in Toronto.,Identifiable earth location.,,Merrill Shindler,,,,,,,harrison-ford-approved,point,144,harrison-ford-approved,2677
72,,31:08:00,31:26:00,Location,Andy Dick just happened to walk past Paul Giamatti's place in Venice the other day.,Identifiable earth location.,,Paul Giamatti,,,,,,,history-in-the-making,point,145,history-in-the-making,2715
72,,31:24:00,32:05:00,Location,Giamatti buses to The Pantages for his production of Hamlet.,Identifiable earth location.,,Paul Giamatti,,,,,,,history-in-the-making,point,96,history-in-the-making,2715
72,,50:15:00,50:52:00,Location,Huell was just down the street at the ArcLight.,Identifiable earth location.,,Huell Howser,,,,,,,history-in-the-making,poly,133,history-in-the-making,2715
72,,51:36:00,52:03:00,Location,"Huell is investigating the amazing parts and rooms that entertain people here in Hollwyood, California.",Identifiable earth location.,,Huell Howser,,,,,,,history-in-the-making,point,59,history-in-the-making,2715
72,,53:43:00,53:55:00,Location,"What is 'Before 18?,' asks Huell.",Identifiable earth location.,,Huell Howser,,,,,,,history-in-the-making,point,46,history-in-the-making,2715
72,,53:55:00,54:05:00,Location,"Huell was kicked by a horse in Visalia, California.",Identifiable earth location.,,Huell Howser,,,,,,,history-in-the-making,point,146,history-in-the-making,2715
72,,53:55:00,54:05:00,Location,"Huell was kicked by a horse on a turnip farm in Ojai, California.",Identifiable earth location.,,Huell Howser,,,,,,,history-in-the-making,point,147,history-in-the-making,2715
74,,19:25,19:45,Location,Let's get a black guy and a white guy and see what happens.,Identifiable earth location.,,Bill Carter,,,,,,,introducing-rocky,point,148,introducing-rocky,2718
74,,10:32,11:00,Location,Bill Carter drums up business outside (maybe?) this Bally's.,Identifiable earth location.,,Bill Carter,,,,,,,introducing-rocky,point,149,introducing-rocky,2718
74,,1:00:20,1:00:43,Location,Bill Carter will tie a dead cat to Zouks and take him up to Griffith Park. Late at night.,Identifiable earth location.,,Bill Carter,,,,,,,introducing-rocky,poly,45,introducing-rocky,2718
74,,1:21:45,1:22:04,Location,Just traditional Irish stories and the magical elements of Ireland at Dillon's on Hollywood Blvd.,Identifiable earth location.,,Patrick McMahon,,,,,,,introducing-rocky,point,151,introducing-rocky,2718
76.1,,1:21:45,1:22:04,Location,"Zach wanted it to be about the delicatessen, DSALW wanted it to be about a whole new bunch of cats.",Identifiable earth location.,,Andrew Lloyd Webber,,,,,,,can-he-sing-jeremy-piven,point,152,can-he-sing-jeremy-piven,2722
76.1,,53:20:00,54:45:00,Location,"Zach played Benvolio here - looked a lot different, tho.",Identifiable earth location.,,"Andrew Lloyd Webber,Shakespeare",,,,,,,can-he-sing-jeremy-piven,point,153,can-he-sing-jeremy-piven,2722
78,,23:11,24:16:00,Location,"First, Uh, Christian Church of the Blood of The Lord Ministry?",Identifiable earth location.,,Pastor Rhe Holner,,,,,,,poundin-puss-in-heaven,point,155,poundin-puss-in-heaven,2729
79,,52:49:00,53:48:00,Location,That sounds like the Medieval Times experience.,Identifiable earth location.,,Claire Woodruff,,,,,,,whod-fuck-tom-brady,point,156,whod-fuck-tom-brady,2732
79,,53:54:00,54:06:00,Location,Scott used to work at a PoFolks 'right across the street' from Medieval Times.,Identifiable earth location.,,Claire Woodruff,,,,,,,whod-fuck-tom-brady,point,157,whod-fuck-tom-brady,2732
79,,53:54:00,54:06:00,Location,Medieval Times knights jam down Charlie Daniels here.,Identifiable earth location.,,Claire Woodruff,,,,,,,whod-fuck-tom-brady,point,158,whod-fuck-tom-brady,2732
79,,56:21:00,56:35:00,Location,Claire Woodruff's first date.,Identifiable earth location.,,"Claire Woodruff,Blink 182",,,,,,,whod-fuck-tom-brady,point,72,whod-fuck-tom-brady,2732
82,,22:04,22:57,Location,Sarah Silverman's radius.,Identifiable earth location.,,,,,,,,,dammit-that-was-a-hot-jam,poly,1,dammit-that-was-a-hot-jam,2737
82,,31:49:00,34:50:00,Location,"*Near* the mannequin with a sling, neck brace, and adult diaper in a wheelchair.",Identifiable earth location.,,,,,,,,,dammit-that-was-a-hot-jam,point,159,dammit-that-was-a-hot-jam,2737
82,,1:35:39,1:35:54,Location,Barry R is playing the Glendale Snack Shack.,Identifiable earth location.,,Barry R,,,,,,,dammit-that-was-a-hot-jam,point,106,dammit-that-was-a-hot-jam,2737
83,,1:04:50,1:05:15,Location,Bob's gig as the Cankle Reduction Therapy before model.,Identifiable earth location.,,Bob Ducca,,,,,,,family-matters,point,160,family-matters,2739
85,,2:22,2:32,Location,Scott suggests there's a Pantages in Connecticut but we're not sure. We think he saw 'West Side Story' here and got confused.,Identifiable earth location.,,West Side Story,,,,,,,thats-one-way-of-doing-it,point,96,thats-one-way-of-doing-it,2744
85,,3:08,3:18,Location,The show today is from Scott's home in Connecticut.,Identifiable earth location.,,,,,,,,,thats-one-way-of-doing-it,poly,2,thats-one-way-of-doing-it,2744
85,,18:22,18:38,Location,Colin Hanks seems to think he lives at Eastown Apartments near The Pantages.,Identifiable earth location.,,,,,,,,,thats-one-way-of-doing-it,point,161,thats-one-way-of-doing-it,2744
85,,29:18:00,29:35:00,Location,Cake Boss and Chupa got lost on their way to Kentucky.,Identifiable earth location.,,"El Chupacabra,Cake Boss,Buddy Valastro",,,,,,,thats-one-way-of-doing-it,poly,3,thats-one-way-of-doing-it,2744
bo2010,,42:35:00,43:01:00,Location,Unnamed pretzelmaker from Dï¿_ï¿_ï¿_ï¿_ï¿_ï¿_sseldorf is gonna take another run at it in January.,Identifiable earth location.,,August Lindt,,,,,,,the-best-of-2010,point,134,the-best-of-2010,3263
bo2010,,52:17:00,52:39:00,Location,Huell had to put padding on his house in Palm Springs just so he wouldn't get cut up by all the demons that live inside of them.,Identifiable earth location.,,"Huell Howser,Ice T",,,,,,,the-best-of-2010,point,162,the-best-of-2010,3263
bo2010,,57:01:00,57:14:00,Location,"Huell wants to talk about Visalia, CA.",Identifiable earth location.,,"Huell Howser,Ice T",,,,,,,the-best-of-2010,point,146,the-best-of-2010,3263
bo2010,,58:02:00,59:02:00,Location,Huell Howser's lifeline.,Identifiable earth location.,,"Huell Howser,Ice T",,,,,,,the-best-of-2010,line,5,the-best-of-2010,3263
bo2010,,58:52:00,59:26:00,Location,Huell knows 'Lodi' by CCR bc he partied with them in Tulare.,Identifiable earth location.,,"Huell Howser,Ice T",,,,,,,the-best-of-2010,point,163,the-best-of-2010,3263
bo2010,,58:52:00,59:26:00,Location,Huell is in the Modesto of his life but he absolutely knows 'Lodi' by CCR bc he partied with them in Tulare.,Identifiable earth location.,,"Huell Howser,Ice T",,,,,,,the-best-of-2010,point,164,the-best-of-2010,3263
bo2010,,1:08:26,1:08:44,Location,Bill Cosby Bukowski teaches jelloetry at Brooklyn College.,Identifiable earth location.,,"Bill Cosby,Charles Bukowski,Bill Cosby Bukowski",,,,,,,the-best-of-2010,point,165,the-best-of-2010,3263
bo2010,,1:08:26,1:08:44,Location,Bill Cosby Bukowski holds an honorary degree from Harvard University.,Identifiable earth location.,,"Bill Cosby,Charles Bukowski,Bill Cosby Bukowski",,,,,,,the-best-of-2010,poly,86,the-best-of-2010,3263
bo2010,,1:08:26,1:08:44,Location,Bill Cosby Bukowski holds an honorary degree from Temple University.,Identifiable earth location.,,"Bill Cosby,Charles Bukowski,Bill Cosby Bukowski",,,,,,,the-best-of-2010,poly,176,the-best-of-2010,3263
93,,27:11:00,27:34:00,Location,Paul Giamatti crashes and burns - that doesn't lede.,Identifiable earth location.,,Paul Giamatti,,,,,,,and-the-oscar-goes-to,point,168,and-the-oscar-goes-to,2805
94,,9:35,9:45,Location,Scott has dropped clues about the location of the CDR studio.,Identifiable earth location.,,,,,,,,,dip-didda-dip-dow,point,96,dip-didda-dip-dow,2784
94,,11:11,11:36,Location,Hot Dog found the studio because he's been over to The Pantages many times.,Identifiable earth location.,,Hot Dog,,,,,,,dip-didda-dip-dow,point,96,dip-didda-dip-dow,2784
94,,11:11,11:47,Location,Hot Dog found the studio because he remembered hearing something about Bally's in archived shows.,Identifiable earth location.,,"Hot Dog,Bill Carter",,,,,,,dip-didda-dip-dow,point,149,dip-didda-dip-dow,2784
94,,13:33,13:53,Location,Really anywhere there's a clasic auto show Sha Na Na is there.,Identifiable earth location.,,"Hot Dog,Sha Na Na",,,,,,,dip-didda-dip-dow,point,170,dip-didda-dip-dow,2784
94,,14:30,14:55,Location,Hot Dog happens to work out at Bill Carter's Bally's also.,Identifiable earth location.,,"Hot Dog,Bill Carter",,,,,,,dip-didda-dip-dow,point,149,dip-didda-dip-dow,2784
94,,24:45:00,25:02:00,Location,"There are at least two or three ghosts in Disney's Haunted Mansion, dancing.",Identifiable earth location.,,Hot Dog,,,,,,,dip-didda-dip-dow,point,171,dip-didda-dip-dow,2784
94,,45:47:00,46:05:00,Location,Scott brainstorms some friends for Hot Dog.,Identifiable earth location.,,"Hot Dog,Bill Carter",,,,,,,dip-didda-dip-dow,point,149,dip-didda-dip-dow,2784
94,,46:10:00,46:18:00,Location,Hot Dog does have friends.,Identifiable earth location.,,Hot Dog,,,,,,,dip-didda-dip-dow,point,103,dip-didda-dip-dow,2784
94,,1:20:53,1:21:21,Location,Hot Dog was raised by blacks.,Identifiable earth location.,,Hot Dog,,,,,,,dip-didda-dip-dow,point,149,dip-didda-dip-dow,2784
178,,8:05,8:40,Location,Scott didn't know you could just go to Marina del Rey for the nearest Houston's Grill (you can't).,Identifiable earth location.,,Marissa Wompler,,,,,,,motor-boating-around-town,point,172,motor-boating-around-town,3162
178,,13:13,13:25,Location,Marissa Wompler had to walk home 25m from The Home Depot after being kicked out of Denise's car.,Identifiable earth location.,,Marissa Wompler,,,,,,,motor-boating-around-town,point,173,motor-boating-around-town,3162
178,,49:00:00,49:20:00,Location,Scott isn't invited to Houston's.,Identifiable earth location.,,Marissa Wompler,,,,,,,motor-boating-around-town,point,172,motor-boating-around-town,3162
97,,24:58:00,25:07:00,Location,Jon Hamm concurs - Castaic is just gorgeous.,Identifiable earth location.,,Bob Ducca,,,,,,,can-i-catch-a-ride,poly,79,can-i-catch-a-ride,2834
98,,3:35,5:17,Location,Scott and Scott storyboard a real-time podcast that terminates at the Santa Cruz Giant Dipper.,Identifiable earth location.,,,,,,,,,a-worthy-uhhh,point,174,a-worthy-uhhh,2837
98,,5:33,8:34,Location,Adam Scott worked the Santa Cruz boardwalk and it turns into a bit.,Identifiable earth location.,,,,,,,,,a-worthy-uhhh,point,175,a-worthy-uhhh,2837
98,,17:27,18:18,Location,Scott's not the only one who has been to Shakespeare Santa Cruz.,Identifiable earth location.,,william shakespeare,,,,,,,a-worthy-uhhh,point,176,a-worthy-uhhh,2837
98,,1:05:31,1:05:49,Location,Maybe if Mr. Scott worshiped at the altar of Dionysus he'd be more than having a harvest festival in Pacoima.,Identifiable earth location.,,"Dionysus,Alan Rickman",,,,,,,a-worthy-uhhh,point,177,a-worthy-uhhh,2837
98,,1:06:53,1:07:03,Location,When you're in the Virgin Islands you do the Virgin Islands thing.,Identifiable earth location.,,Alan Rickman,,,,,,,a-worthy-uhhh,point,178,a-worthy-uhhh,2837
