show,episode,slug_earwolf,id_wikia,url_soundcloud,created_at,updated_at,soclo_link,name,desc,elucidation,tags,tstart,tend,holding,scope,location_type,location_id
cbb,39,the-premiere-of-bob-ducca,2508,the-premiere-of-bob-ducca,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/the-premiere-of-bob-ducca/#t=1:04:09,Location,"This Sunday, Bob will be at the entrance to Griffith Park with his parrot, Jasper.",Identifiable earth location.,Bob Ducca,1:04:09,1:04:23,false,,point,101
cbb,40,happy-valentines-day,2509,happy-valentines-day,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/happy-valentines-day/#t=00:40,"goddammit, engineer _____",Engineer Stu re-runs Reggie's theme song.,Scott yells at the staff.,,00:40,00:51,false,,,
cbb,40,happy-valentines-day,2509,happy-valentines-day,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/happy-valentines-day/#t=00:40,it's not a tumor,Harris knows of a tomb or two.,Scott does an obscure Schwarzenegger thing.,Christopher Hitchens,00:40,00:51,false,,,
cbb,40,happy-valentines-day,2509,happy-valentines-day,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/happy-valentines-day/#t=48:10,shut the fuck up!,Assholes are talking over the WYR theme.,Someone simply wants everyone else to shut the fuck up.,,48:10,48:28,false,,,
cbb,40,happy-valentines-day,2509,happy-valentines-day,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/happy-valentines-day/#t=48:10,Amy Poehler is rude,Assholes are talking over the WYR theme.,some asshole talks over the wyr theme.,,48:10,48:28,false,,,
cbb,40,happy-valentines-day,2509,happy-valentines-day,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/happy-valentines-day/#t=1:07:16,stand-up money,"Harris would be rich, slightly large nose, slightly small penis, living off tour money.",Leno's financial plan,Jay Leno,1:07:16,1:07:33,false,,,
cbb,40,happy-valentines-day,2509,happy-valentines-day,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/happy-valentines-day/#t=1:12:13,Amy Poehler is rude,Including Scott.,some asshole talks over the wyr theme.,Christopher Hitchens,1:12:13,1:12:35,false,,,
cbb,40,happy-valentines-day,2509,happy-valentines-day,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/happy-valentines-day/#t=1:12:51,the most popular feature of CBB,'Who's pluggin what?',Consistently the most popular feature of CBB.,Christopher Hitchens,1:12:51,1:13:03,false,,,
cbb,41,winter-olympic-fever,2532,winter-olympic-fever,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/winter-olympic-fever/#t=42:32,shut the fuck up!,Angelou stalls.,Someone simply wants everyone else to shut the fuck up.,Maya Angelou,42:32,42:44,false,,,
cbb,41,winter-olympic-fever,2532,winter-olympic-fever,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/winter-olympic-fever/#t=50:55,it's frogs,Angelou guesses the theme from 'Spartacus',Somebody guesses at the origin of the WYR theme.,Maya Angelou,50:55,51:09,false,,,
cbb,41,winter-olympic-fever,2532,winter-olympic-fever,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/winter-olympic-fever/#t=51:53,classic WYR blunder: the floor is not yet open,'Even if it's with a condom?',one of several potential WYR blunders,,51:53,52:07,false,,,
cbb,42,winter-olympic-fever-deux,2533,winter-olympic-fever-deux,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/winter-olympic-fever-deux/#t=9:28,Santa Baby,Scott just loves breathy women singing songs about Santa.,Scott's favorite genre of music.,"Madonna, Earth Kitt, Santa Claus",9:28,9:45,true,,,
cbb,43,good-one,2534,good-one,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/good-one/#t=4:08,the most popular feature of CBB,Julie P. likes Scott's Plugs gambit.,Consistently the most popular feature of CBB.,Julie Penzmere,4:08,4:27,false,,,
cbb,43,good-one,2534,good-one,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/good-one/#t=7:04,my wife!,Scott was sitting with a dark-haired gal.,Scott has a Borat.,"Julie Penzmere,Borat",7:04,7:35,false,,,
cbb,43,good-one,2534,good-one,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/good-one/#t=40:22,the most popular feature of CBB,"If you just wanna fast forward, it's probably in the last two minutes of the show.",Consistently the most popular feature of CBB.,,40:22,40:34,false,,,
cbb,306,project-funway,4833,306-paul-rust-harris-wittels-michael-cassady-dont-stop-or-well-die,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/306-paul-rust-harris-wittels-michael-cassady-dont-stop-or-well-die/#t=2:31,Scott does math,It's 2 1/4 men.,Scott performs fast math calculations,Don't Stop Or We'll Die,2:31,2:41,false,,,
cbb,306,project-funway,4833,306-paul-rust-harris-wittels-michael-cassady-dont-stop-or-well-die,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/306-paul-rust-harris-wittels-michael-cassady-dont-stop-or-well-die/#t=6:37,it's been a while,It's been a while since DSOWD has been on the program as a band.,Someone seizes the opportunity to sing a Staind joint.,"Don't Stop Or We'll Die,Staind",6:37,6:47,false,,,
cbb,306,project-funway,4833,306-paul-rust-harris-wittels-michael-cassady-dont-stop-or-well-die,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/306-paul-rust-harris-wittels-michael-cassady-dont-stop-or-well-die/#t=6:47,it's been,It's been a couple years.,someone seizes the opportunity to sing a Barenaked Ladies joint,Don't Stop Or We'll Die,6:47,6:57,false,,,
cbb,306,project-funway,4833,306-paul-rust-harris-wittels-michael-cassady-dont-stop-or-well-die,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/306-paul-rust-harris-wittels-michael-cassady-dont-stop-or-well-die/#t=13:29,defenestration,Jay Leno jumps out the window.,Somebody exits by window or previous such events are discussed.,"Don't Stop Or We'll Die,Jay Leno",13:29,13:37,false,,,
cbb,306,project-funway,4833,306-paul-rust-harris-wittels-michael-cassady-dont-stop-or-well-die,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/306-paul-rust-harris-wittels-michael-cassady-dont-stop-or-well-die/#t=16:24,it's been a while,"It's been a long, lonely, lonely, lonely, lonely, lonely time",Someone seizes the opportunity to sing a Staind joint.,"Don't Stop Or We'll Die,Led Zeppelin,Staind",16:24,16:48,false,,,
cbb,306,project-funway,4833,306-paul-rust-harris-wittels-michael-cassady-dont-stop-or-well-die,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/306-paul-rust-harris-wittels-michael-cassady-dont-stop-or-well-die/#t=19:22,#ripossible?,Scott isn't sure if Pedro is dead.,hashtag applies to confusion over whether somebody is alive or not,"U Talkin U2 To Me?,MTV,Real World,Pedro Zamora",19:22,19:33,false,,,
cbb,306,project-funway,4833,306-paul-rust-harris-wittels-michael-cassady-dont-stop-or-well-die,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/306-paul-rust-harris-wittels-michael-cassady-dont-stop-or-well-die/#t=1:02:33,Technicality. No. Down. Boo. Over.,You can't vote for yourself.,CBB's foul call,,1:02:33,1:02:46,false,,,
cbb,43,good-one,2534,good-one,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/good-one/#t=56:29,good one,Do you need a can opener for your phone?,The Good One Robot appears or is referenced.,Good One Robot,56:29,56:47,false,,,
cbb,43,good-one,2534,good-one,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/good-one/#t=1:03:20,shut the fuck up!,Tig knows the answer.,Someone simply wants everyone else to shut the fuck up.,,1:03:20,1:03:29,false,,,
cbb,43,good-one,2534,good-one,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/good-one/#t=1:04:26,shut the fuck up!,Tig counts down.,Someone simply wants everyone else to shut the fuck up.,,1:04:26,1:04:41,false,,,
cbb,43,good-one,2534,good-one,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/good-one/#t=1:04:42,good one,The Good One Robot gets confused.,The Good One Robot appears or is referenced.,,1:04:42,1:04:52,false,,,
cbb,43,good-one,2534,good-one,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/good-one/#t=1:06:15,"goddammit, engineer _____",Engineer Stuart fucks up 'What Am I Thinking?',Scott yells at the staff.,,1:06:15,1:06:37,false,,,
cbb,43,good-one,2534,good-one,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/good-one/#t=1:07:05,the most popular feature of CBB,This is the point of the show everyone's excited about.,Consistently the most popular feature of CBB.,,1:07:05,1:07:12,false,,,
cbb,43,good-one,2534,good-one,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/good-one/#t=1:12:54,Location,Julie Penzmere asks Tig to drop her off here.,Identifiable earth location.,Julie Penzmere,1:12:54,1:13:11,false,,point,102
cbb,308,superego-loose-beginnings-tight-ends,4885,308-matt-gourley-mark-mcconville-jeremy-carter-paul-f-tompkins-superego,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/308-matt-gourley-mark-mcconville-jeremy-carter-paul-f-tompkins-superego/#t=05:07,i'll get to your introduction in a second,PFT only shows up for the Best-Ofs,Scott delays a guest's introduction,,05:07,05:11,false,,,
cbb,308,superego-loose-beginnings-tight-ends,4885,308-matt-gourley-mark-mcconville-jeremy-carter-paul-f-tompkins-superego,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/308-matt-gourley-mark-mcconville-jeremy-carter-paul-f-tompkins-superego/#t=26:20,Figrin D'an and the Modal Nodes,Kristen Schaal'll be comin round the mountain.,Scott and Paul F. Tompkins bust out the Star Wars cantina band song.,,26:20,27:12,false,,,
cbb,308,superego-loose-beginnings-tight-ends,4885,308-matt-gourley-mark-mcconville-jeremy-carter-paul-f-tompkins-superego,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/308-matt-gourley-mark-mcconville-jeremy-carter-paul-f-tompkins-superego/#t=27:26,Figrin D'an and the Modal Nodes,Kristen Schaal again.,Scott and Paul F. Tompkins bust out the Star Wars cantina band song.,Alec Guinness,27:26,27:58,false,,,
cbb,308,superego-loose-beginnings-tight-ends,4885,308-matt-gourley-mark-mcconville-jeremy-carter-paul-f-tompkins-superego,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/308-matt-gourley-mark-mcconville-jeremy-carter-paul-f-tompkins-superego/#t=29:35,Figrin D'an and the Modal Nodes,Kristen Schaal is a goddammned liar.,Scott and Paul F. Tompkins bust out the Star Wars cantina band song.,,29:35,30:09,false,,,
cbb,308,superego-loose-beginnings-tight-ends,4885,308-matt-gourley-mark-mcconville-jeremy-carter-paul-f-tompkins-superego,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/308-matt-gourley-mark-mcconville-jeremy-carter-paul-f-tompkins-superego/#t=33:00,Figrin D'an and the Modal Nodes,It's fun to rap in a Darth Vader way.,Scott and Paul F. Tompkins bust out the Star Wars cantina band song.,Darth Vader,33:00,33:14,false,,,
cbb,308,superego-loose-beginnings-tight-ends,4885,308-matt-gourley-mark-mcconville-jeremy-carter-paul-f-tompkins-superego,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/308-matt-gourley-mark-mcconville-jeremy-carter-paul-f-tompkins-superego/#t=1:08:54,Figrin D'an and the Modal Nodes,WTF with Marc Maron/Ice Cream,Scott and Paul F. Tompkins bust out the Star Wars cantina band song.,"Marc Maron,Reverend Robert Parsimony",1:08:54,1:09:40,false,,,
cbb,308,superego-loose-beginnings-tight-ends,4885,308-matt-gourley-mark-mcconville-jeremy-carter-paul-f-tompkins-superego,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/308-matt-gourley-mark-mcconville-jeremy-carter-paul-f-tompkins-superego/#t=27:04,by Mennen,It seemed like one-by-one everone deserted us.,The Mennen jingle is referenced.,,27:04,27:12,false,,,
cbb,308,superego-loose-beginnings-tight-ends,4885,308-matt-gourley-mark-mcconville-jeremy-carter-paul-f-tompkins-superego,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/308-matt-gourley-mark-mcconville-jeremy-carter-paul-f-tompkins-superego/#t=34:45,Technicality. No. Down. Boo. Over.,Scott knows Reverend Robert Parsimony.,CBB's foul call,Reverend Robert Parsimony,34:45,34:58,false,,,
cbb,308,superego-loose-beginnings-tight-ends,4885,308-matt-gourley-mark-mcconville-jeremy-carter-paul-f-tompkins-superego,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/308-matt-gourley-mark-mcconville-jeremy-carter-paul-f-tompkins-superego/#t=40:10,defenestration,Scott knows Reverend Robert Parsimony.,Somebody exits by window or previous such events are discussed.,Reverend Robert Parsimony,40:10,40:40,false,,,
cbb,308,superego-loose-beginnings-tight-ends,4885,308-matt-gourley-mark-mcconville-jeremy-carter-paul-f-tompkins-superego,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/308-matt-gourley-mark-mcconville-jeremy-carter-paul-f-tompkins-superego/#t=46:07,Location,H.R. Giger wants to pass on to the Bob's Big Boy in Toluca Lake.,Identifiable earth location.,"Reverend Robert Parsimony,H.R. Giger,Ghostbusters,Stay Puft Marshmallow Man,Zuul",46:07,46:44,false,,point,103
cbb,308,superego-loose-beginnings-tight-ends,4885,308-matt-gourley-mark-mcconville-jeremy-carter-paul-f-tompkins-superego,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/308-matt-gourley-mark-mcconville-jeremy-carter-paul-f-tompkins-superego/#t=48:38,Location,The Denny's at Van Ess & Spotify.,Identifiable earth location.,Bryson Tyson,48:38,48:42,false,,point,104
cbb,308,superego-loose-beginnings-tight-ends,4885,308-matt-gourley-mark-mcconville-jeremy-carter-paul-f-tompkins-superego,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/308-matt-gourley-mark-mcconville-jeremy-carter-paul-f-tompkins-superego/#t=53:37,a Charlie Daniels situation,If Scott knows his Twilight Zone and deals with the devil in general...,the charlie daniels devil/georgia scenario is referenced or debated,"Charlie Daniels,Trevor",53:37,54:11,false,,,
cbb,308,superego-loose-beginnings-tight-ends,4885,308-matt-gourley-mark-mcconville-jeremy-carter-paul-f-tompkins-superego,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/308-matt-gourley-mark-mcconville-jeremy-carter-paul-f-tompkins-superego/#t=1:00:07,the CBB ODP,You guys are all just roaming the countryside.,CBB's Open Door Policy is cited or blamed,"Bryson Tyson,Reverend Robert Parsimony",1:00:07,54:11,false,,,
cbb,308,superego-loose-beginnings-tight-ends,4885,308-matt-gourley-mark-mcconville-jeremy-carter-paul-f-tompkins-superego,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/308-matt-gourley-mark-mcconville-jeremy-carter-paul-f-tompkins-superego/#t=1:09:00,ice cream,What Giger's podcast would be about.,harmonized ice cream,"H.R. Giger,Reverend Robert Parsimony",1:09:00,1:09:17,true,,,
cbb,308,superego-loose-beginnings-tight-ends,4885,308-matt-gourley-mark-mcconville-jeremy-carter-paul-f-tompkins-superego,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/308-matt-gourley-mark-mcconville-jeremy-carter-paul-f-tompkins-superego/#t=1:09:00,Figrin D'an and the Modal Nodes,WTF with Marc Maron,Scott and Paul F. Tompkins bust out the Star Wars cantina band song.,"H.R. Giger,Reverend Robert Parsimony",1:09:00,1:09:50,false,,,
cbb,308,superego-loose-beginnings-tight-ends,4885,308-matt-gourley-mark-mcconville-jeremy-carter-paul-f-tompkins-superego,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/308-matt-gourley-mark-mcconville-jeremy-carter-paul-f-tompkins-superego/#t=1:10:59,the CBB ODP,"ODP at earwolf.com, too",CBB's Open Door Policy is cited or blamed,,1:10:59,1:11:16,false,,,
cbb,308,superego-loose-beginnings-tight-ends,4885,308-matt-gourley-mark-mcconville-jeremy-carter-paul-f-tompkins-superego,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/308-matt-gourley-mark-mcconville-jeremy-carter-paul-f-tompkins-superego/#t=1:16:35,former girlfriend,Scott had to break up with Kulap in order to marry her.,Scott gained one ex-girlfriend when he married Kulap.,,1:16:35,1:16:42,false,,,
cbb,46,curb-your-suicide-attempts,2544,curb-your-suicide-attempts,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/curb-your-suicide-attempts/#t=1:26,titular,The titular star of The Ben Stiller Show,Scott says 'titular',,1:26,1:38,false,,,
cbb,46,curb-your-suicide-attempts,2544,curb-your-suicide-attempts,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/curb-your-suicide-attempts/#t=6:18,number 9?,"The rap station, 103.7, is six floors above.",Scott belabors the floorplan/guest configuration at Earwolf,Ice T,6:18,06:30,false,,,
cbb,46,curb-your-suicide-attempts,2544,curb-your-suicide-attempts,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/curb-your-suicide-attempts/#t=22:48,Jeremy Piven,What if Patrick Stewart pulled a Piven?,Jeremy Piven is referenced.,"Ice T,Jeremy Piven,Patrick Stewart",22:48,23:25,false,,,
cbb,46,curb-your-suicide-attempts,2544,curb-your-suicide-attempts,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/curb-your-suicide-attempts/#t=24:44,Ice T has a cold,Scott makes Ice T so mad that he laughs.,somebody gets emotional,Ice T,24:44,24:58,false,,,
cbb,46,curb-your-suicide-attempts,2544,curb-your-suicide-attempts,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/curb-your-suicide-attempts/#t=25:40,Ice T has a cold,Scott and Ice both get angry.,somebody gets emotional,Ice T,25:40,26:12,false,,,
cbb,46,curb-your-suicide-attempts,2544,curb-your-suicide-attempts,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/curb-your-suicide-attempts/#t=37:36,where are you from?,"What is your father's rap name, again?",a character detail is challenged or prompted,Ice T,37:36,38:01,false,,,
cbb,46,curb-your-suicide-attempts,2544,curb-your-suicide-attempts,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/curb-your-suicide-attempts/#t=1:16:18,video blog,Scott knows what 'mono' means.,"Scott articulates obvious data (acronyms, abbreviations, etc.)",Ben Alterman,1:16:18,1:16:28,false,,,
cbb,46,curb-your-suicide-attempts,2544,curb-your-suicide-attempts,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/curb-your-suicide-attempts/#t=1:35:05,Location,Jeff Garlin cites the location of the Curb origin.,Identifiable earth location.,"Larry David, Alan Zweibel",1:35:05,1:35:27,false,,point,102
cbb,46,curb-your-suicide-attempts,2544,curb-your-suicide-attempts,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/curb-your-suicide-attempts/#t=1:36:35,where are you from?,"With, uh...'Ben.'",a character detail is challenged or prompted,Ben Alterman,1:36:35,1:36:56,false,,,
cbb,46,curb-your-suicide-attempts,2544,curb-your-suicide-attempts,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/curb-your-suicide-attempts/#t=1:36:59,where are you from?,Scott wonders what Ben Alterman's daughter's name was. Crystal!,a character detail is challenged or prompted,Ben Alterman,1:36:59,1:37:10,false,,,
cbb,46,curb-your-suicide-attempts,2544,curb-your-suicide-attempts,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/curb-your-suicide-attempts/#t=1:37:16,where are you from?,Barnabus wonders if Ben Alterman remembers his name.,a character detail is challenged or prompted,"Ben Alterman,Little Barnabus",1:37:16,1:37:36,false,,,
cbb,46,curb-your-suicide-attempts,2544,curb-your-suicide-attempts,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/curb-your-suicide-attempts/#t=1:42:37,where are you from?,"Alterman hoped his daughter, Crystal, would marry Little Barnabus and not Big Bob.",a character detail is challenged or prompted,"Little Barnabus,Ben Alterman",1:42:37,1:42:55,false,,,
cbb,46,curb-your-suicide-attempts,2544,curb-your-suicide-attempts,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/curb-your-suicide-attempts/#t=1:45:16,the most popular feature of CBB,"Garlin isn't worried, but the audience might be.",Consistently the most popular feature of CBB.,"Little Barnabus,Ben Alterman",1:45:16,1:45:43,false,,,
cbb,46,curb-your-suicide-attempts,2544,curb-your-suicide-attempts,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/curb-your-suicide-attempts/#t=1:38:51,Location,"You go into Dupar's with Ed Begley, Jr. and the pussy's gonna be jumping off the walls.",Identifiable earth location.,Ed Begley Jr.,1:38:51,1:39:07,false,,point,85
cbb,47,happy-chap,2545,happy-chap,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/happy-chap/#t=29:23,Location,Barry R. and his wife converted an adirondack chair into a rocker for their place in Sausalito.,Identifiable earth location.,Barry R.,29:23,29:32,false,,point,49
cbb,47,happy-chap,2545,happy-chap,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/happy-chap/#t=29:23,Location,Barry R. and his wife converted an adirondack chair into a rocker for their place in Sausalito.,Identifiable earth location.,Barry R.,29:23,29:32,false,,point,49
cbb,47,happy-chap,2545,happy-chap,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/happy-chap/#t=29:23,Location,"Barry R. and his wife converted an adirondack chair into a rocker for their place in Glendale, AZ, the smoothest city in the world.",Identifiable earth location.,Barry R.,29:23,29:59,false,,point,106
cbb,47,happy-chap,2545,happy-chap,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/happy-chap/#t=42:29,"goddammit, engineer _____","Come on, engineer Stu - get your fucking shit together.",Scott yells at the staff.,,42:29,42:31,false,,,
cbb,47,happy-chap,2545,happy-chap,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/happy-chap/#t=54:44,Amy Poehler is rude,Scott sends mixed signals about the WYR theme song.,some asshole talks over the wyr theme.,Barry R.,54:44,55:07,false,,,
cbb,47,happy-chap,2545,happy-chap,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/happy-chap/#t=54:44,it's frogs,Proops posits an invasion by the Carthaginians.,Somebody guesses at the origin of the WYR theme.,Barry R.,54:44,55:02,false,,,
cbb,47,happy-chap,2545,happy-chap,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/happy-chap/#t=58:03,and this is how we play WYR,Proops redeems himself,Scott commends some WYR gameplay,,58:03,58:13,false,,,
cbb,47,happy-chap,2545,happy-chap,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/happy-chap/#t=59:36,my wife!,"If anybody does one of the myriad Austin Powers catchphrases, the tidal wave starts and won't subside until Borat says 'My Wife.'",Scott has a Borat.,"Borat,Austin Powers",59:36,59:47,false,,,
cbb,47,happy-chap,2545,happy-chap,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/happy-chap/#t=1:07:42,"goddammit, engineer _____",Engineer Stu is just a fucking parasite on the Earth today.,Scott yells at the staff.,,1:07:42,1:07:55,false,,,
cbb,47,happy-chap,2545,happy-chap,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/happy-chap/#t=1:07:55,the most popular feature of CBB,Engineer Stu almost blow the most popular part of the show.,Consistently the most popular feature of CBB.,,1:07:55,1:08:08,false,,,
cbb,47,happy-chap,2545,happy-chap,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/happy-chap/#t=1:08:30,it's frogs,Proops posits that Hannibal's troops are crossing The Alps,Somebody guesses at the origin of the WYR theme.,"Barry R.,Hannibal - son of Hamilcar Barca",1:08:30,1:08:55,false,,,
cbb,47,happy-chap,2545,happy-chap,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/happy-chap/#t=1:09:39,the most popular feature of CBB,Scott's pet peeve - people eating dessert before they finish their meal.,Consistently the most popular feature of CBB.,,1:09:39,1:10:15,false,,,
cbb,48,in-the-thicke-of-the-night,2596,in-the-thicke-of-the-night,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/in-the-thicke-of-the-night/#t=7:03,titular,'Make Room for Grandpa',Scott says 'titular',"J. Montgomery Scott,Steve Guttenberg",7:03,7:15,false,,,
cbb,48,in-the-thicke-of-the-night,2596,in-the-thicke-of-the-night,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/in-the-thicke-of-the-night/#t=47:06,Rerun at the Doobie Brothers show,Munch was the cop who busted Rerun.,Every comic on the planet has at least this one 'Good Times' reference.,"Detective Munch,Rerun,The Doobie Brothers",47:06,47:42,false,,,
cbb,48,in-the-thicke-of-the-night,2596,in-the-thicke-of-the-night,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/in-the-thicke-of-the-night/#t=1:12:35,Location,"J. Montgomery will be at the Mohican Sun/private residence in Fairfield, CT",Identifiable earth location.,J. Montgomery Scott,1:12:35,1:12:56,false,,point,107
cbb,48,in-the-thicke-of-the-night,2596,in-the-thicke-of-the-night,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/in-the-thicke-of-the-night/#t=1:10:00,the most popular feature of CBB,At least 3/4 of the audience fast-forwarded to Plugs.,Consistently the most popular feature of CBB.,,1:10:00,1:10:13,false,,,
cbb,50,a-thrilling-hour-or-so,2609,a-thrilling-hour-or-so,2015-04-03T10:51:29Z,2015-06-03T10:51:29Z,http://soundcloud.com/comedybangbang/a-thrilling-hour-or-so/#t=56:25,the most popular feature of CBB,The most popular part of the show is here.,Consistently the most popular feature of CBB.,,56:25,56:36,false,,,
